date,confirmed,deaths,recovered,confirmed_diff,deaths_diff,recovered_diff,last_update,active,active_diff,fatality_rate,region.iso,region.name,region.province,region.lat,region.long,region.cities
2023-03-09,994037,7118,0,0,0,0,2023-03-10 04:21:03,986919,0,0.0072,BLR,Belarus,,53.7098,27.9534,[]
2023-03-09,766206,0,0,1935,0,0,2023-03-10 04:21:03,766206,1935,0.0,BEL,Belgium,Antwerp,51.2195,4.4024,[]
2023-03-09,505467,0,0,544,0,0,2023-03-10 04:21:03,505467,544,0.0,BEL,Belgium,Brussels,50.8503,4.3517,[]
2023-03-09,645338,0,0,2250,0,0,2023-03-10 04:21:03,645338,2250,0.0,BEL,Belgium,East Flanders,51.0362,3.7373,[]
2023-03-09,464722,0,0,1252,0,0,2023-03-10 04:21:03,464722,1252,0.0,BEL,Belgium,Flemish Brabant,50.9167,4.5833,[]
2023-03-09,519111,0,0,864,0,0,2023-03-10 04:21:03,519111,864,0.0,BEL,Belgium,Hainaut,50.5257,4.0621,[]
2023-03-09,419029,0,0,685,0,0,2023-03-10 04:21:03,419029,685,0.0,BEL,Belgium,Liege,50.4496,5.8492,[]
2023-03-09,351474,0,0,1087,0,0,2023-03-10 04:21:03,351474,1087,0.0,BEL,Belgium,Limburg,50.9739,5.3420000000000005,[]
2023-03-09,122942,0,0,185,0,0,2023-03-10 04:21:03,122942,185,0.0,BEL,Belgium,Luxembourg,50.0547,5.4677,[]
2023-03-09,202905,0,0,387,0,0,2023-03-10 04:21:03,202905,387,0.0,BEL,Belgium,Namur,50.331,4.8221,[]
2023-03-09,63364,33814,0,90,39,0,2023-03-10 04:21:03,29550,51,0.5336,BEL,Belgium,Unknown,,,[]
2023-03-09,173827,0,0,242,0,0,2023-03-10 04:21:03,173827,242,0.0,BEL,Belgium,Walloon Brabant,50.4,4.35,[]
2023-03-09,504980,0,0,2049,0,0,2023-03-10 04:21:03,504980,2049,0.0,BEL,Belgium,West Flanders,51.0536,3.1458,[]
2023-03-09,70757,688,0,0,0,0,2023-03-10 04:21:03,70069,0,0.0097,BLZ,Belize,,13.1939,-59.5432,[]
2023-03-09,27999,163,0,0,0,0,2023-03-10 04:21:03,27836,0,0.0058,BEN,Benin,,9.3077,2.3158,[]
2023-03-09,62627,21,0,0,0,0,2023-03-10 04:21:03,62606,0,0.0003,BTN,Bhutan,,27.5142,90.4336,[]
2023-03-09,1194277,22365,0,90,0,0,2023-03-10 04:21:03,1171912,90,0.0187,BOL,Bolivia,,-16.2902,-63.5887,[]
2023-03-09,401729,16280,0,0,0,0,2023-03-10 04:21:03,385449,0,0.0405,BIH,Bosnia and Herzegovina,,43.9159,17.6791,[]
2023-03-09,329758,2801,0,0,0,0,2023-03-10 04:21:03,326957,0,0.0085,BWA,Botswana,,-22.3285,24.6849,[]
2023-03-09,160433,2043,0,0,0,0,2023-03-10 04:21:03,158390,0,0.0127,BRA,Brazil,Acre,-9.0238,-70.812,[]
2023-03-09,337535,7242,0,0,0,0,2023-03-10 04:21:03,330293,0,0.0215,BRA,Brazil,Alagoas,-9.5713,-36.782,[]
2023-03-09,185668,2167,0,0,0,0,2023-03-10 04:21:03,183501,0,0.0117,BRA,Brazil,Amapa,0.902,-52.003,[]
2023-03-09,631976,14443,0,0,0,0,2023-03-10 04:21:03,617533,0,0.0229,BRA,Brazil,Amazonas,-3.4168,-65.8561,[]
2023-03-09,1792572,31459,0,0,0,0,2023-03-10 04:21:03,1761113,0,0.0175,BRA,Brazil,Bahia,-12.5797,-41.7007,[]
2023-03-09,1453572,28157,0,0,0,0,2023-03-10 04:21:03,1425415,0,0.0194,BRA,Brazil,Ceara,-5.4984,-39.3206,[]
2023-03-09,897897,11844,0,0,0,0,2023-03-10 04:21:03,886053,0,0.0132,BRA,Brazil,Distrito Federal,-15.7998,-47.8645,[]
2023-03-09,1323318,15041,0,0,0,0,2023-03-10 04:21:03,1308277,0,0.0114,BRA,Brazil,Espirito Santo,-19.1834,-40.3089,[]
2023-03-09,1898605,28036,0,0,0,0,2023-03-10 04:21:03,1870569,0,0.0148,BRA,Brazil,Goias,-15.827,-49.8362,[]
2023-03-09,493391,11053,0,0,0,0,2023-03-10 04:21:03,482338,0,0.0224,BRA,Brazil,Maranhao,-4.9609,-45.2744,[]
2023-03-09,878360,15087,0,0,0,0,2023-03-10 04:21:03,863273,0,0.0172,BRA,Brazil,Mato Grosso,-12.6819,-56.9211,[]
2023-03-09,607356,11010,0,0,0,0,2023-03-10 04:21:03,596346,0,0.0181,BRA,Brazil,Mato Grosso do Sul,-20.7722,-54.7852,[]
2023-03-09,4189760,65507,0,0,0,0,2023-03-10 04:21:03,4124253,0,0.0156,BRA,Brazil,Minas Gerais,-18.5122,-44.555,[]
2023-03-09,871612,19021,0,0,0,0,2023-03-10 04:21:03,852591,0,0.0218,BRA,Brazil,Para,-1.9981,-54.9306,[]
2023-03-09,707743,10542,0,0,0,0,2023-03-10 04:21:03,697201,0,0.0149,BRA,Brazil,Paraiba,-7.24,-36.782,[]
2023-03-09,2918459,46018,0,0,0,0,2023-03-10 04:21:03,2872441,0,0.0158,BRA,Brazil,Parana,-25.2521,-52.0215,[]
2023-03-09,1156640,22686,0,0,0,0,2023-03-10 04:21:03,1133954,0,0.0196,BRA,Brazil,Pernambuco,-8.8137,-36.9541,[]
2023-03-09,424866,8354,0,0,0,0,2023-03-10 04:21:03,416512,0,0.0197,BRA,Brazil,Piaui,-7.7183,-42.7289,[]
2023-03-09,585935,8715,0,0,0,0,2023-03-10 04:21:03,577220,0,0.0149,BRA,Brazil,Rio Grande do Norte,-5.4026,-36.9541,[]
2023-03-09,2961756,41919,0,0,0,0,2023-03-10 04:21:03,2919837,0,0.0142,BRA,Brazil,Rio Grande do Sul,-30.0346,-51.2177,[]
2023-03-09,2752662,76844,0,0,0,0,2023-03-10 04:21:03,2675818,0,0.0279,BRA,Brazil,Rio de Janeiro,-22.9068,-43.1729,[]
2023-03-09,482910,7432,0,0,0,0,2023-03-10 04:21:03,475478,0,0.0154,BRA,Brazil,Rondonia,-11.5057,-63.5806,[]
2023-03-09,182485,2180,0,0,0,0,2023-03-10 04:21:03,180305,0,0.0119,BRA,Brazil,Roraima,-2.7376,-62.0751,[]
2023-03-09,1985888,22703,0,0,0,0,2023-03-10 04:21:03,1963185,0,0.0114,BRA,Brazil,Santa Catarina,-27.2423,-50.2189,[]
2023-03-09,6469442,179039,0,0,0,0,2023-03-10 04:21:03,6290403,0,0.0277,BRA,Brazil,Sao Paulo,-23.5505,-46.6333,[]
2023-03-09,359674,6502,0,0,0,0,2023-03-10 04:21:03,353172,0,0.0181,BRA,Brazil,Sergipe,-10.5741,-37.3857,[]
2023-03-09,365538,4232,0,0,0,0,2023-03-10 04:21:03,361306,0,0.0116,BRA,Brazil,Tocantins,-10.1753,-48.2982,[]
2023-03-09,279661,225,0,0,0,0,2023-03-10 04:21:03,279436,0,0.0008,BRN,Brunei,,4.5353,114.7277,[]
2023-03-09,1297523,38228,0,72,3,0,2023-03-10 04:21:03,1259295,69,0.0295,BGR,Bulgaria,,42.7339,25.4858,[]
2023-03-09,22056,396,0,0,0,0,2023-03-10 04:21:03,21660,0,0.018,BFA,Burkina Faso,,12.2383,-1.5616,[]
2023-03-09,633950,19490,0,1,0,0,2023-03-10 04:21:03,614460,1,0.0307,MMR,Burma,,21.9162,95.956,[]
2023-03-09,53631,38,0,0,0,0,2023-03-10 04:21:03,53593,0,0.0007,BDI,Burundi,,-3.3731,29.9189,[]
2023-03-09,63244,413,0,0,0,0,2023-03-10 04:21:03,62831,0,0.0065,CPV,Cabo Verde,,15.1111,-23.6167,[]
2023-03-09,138719,3056,0,0,0,0,2023-03-10 04:21:03,135663,0,0.022,KHM,Cambodia,,12.5657,104.9910,[]
2023-03-09,124392,1965,0,0,0,0,2023-03-10 04:21:03,122427,0,0.0158,CMR,Cameroon,,3.8480,11.5021,[]
2023-03-09,629269,5622,0,0,0,0,2023-03-10 04:21:03,623647,0,0.0089,CAN,Canada,Alberta,53.9333,-116.5765,[]
2023-03-09,396817,5249,0,345,31,0,2023-03-10 04:21:03,391568,314,0.0132,CAN,Canada,British Columbia,53.7267,-127.6476,[]
2023-03-09,0,1,0,0,0,0,2020-12-21 13:27:30,-1,0,0.0,CAN,Canada,Diamond Princess,0.0,0.0,[]
2023-03-09,13,0,0,0,0,0,2020-12-21 13:27:30,13,0,0.0,CAN,Canada,Grand Princess,37.6489,-122.6655,[]
2023-03-09,154712,2464,0,0,0,0,2023-03-10 04:21:03,152248,0,0.0159,CAN,Canada,Manitoba,53.7609,-98.8139,[]
2023-03-09,88866,834,0,0,0,0,2023-03-10 04:21:03,88032,0,0.0094,CAN,Canada,New Brunswick,46.5653,-66.4619,[]
2023-03-09,54757,318,0,0,0,0,2023-03-10 04:21:03,54439,0,0.0058,CAN,Canada,Newfoundland and Labrador,53.1355,-57.6604,[]
2023-03-09,11511,22,0,0,0,0,2023-03-10 04:21:03,11489,0,0.0019,CAN,Canada,Northwest Territories,64.8255,-124.8457,[]
2023-03-09,140793,794,0,0,0,0,2023-03-10 04:21:03,139999,0,0.0056,CAN,Canada,Nova Scotia,44.6820,-63.7443,[]
2023-03-09,3531,7,0,0,0,0,2023-03-10 04:21:03,3524,0,0.002,CAN,Canada,Nunavut,70.2998,-83.1076,[]
2023-03-09,1601325,16234,0,3250,48,0,2023-03-10 04:21:03,1585091,3202,0.0101,CAN,Canada,Ontario,51.2538,-85.3232,[]
2023-03-09,56523,93,0,0,0,0,2023-03-10 04:21:03,56430,0,0.0016,CAN,Canada,Prince Edward Island,46.5107,-63.4168,[]
2023-03-09,1320325,18160,0,446,7,0,2023-03-10 04:21:03,1302165,439,0.0138,CAN,Canada,Quebec,52.9399,-73.5491,[]
2023-03-09,13,0,0,0,0,0,2023-03-10 04:21:03,13,0,0.0,CAN,Canada,Repatriated Travellers,,,[]
2023-03-09,153651,1890,0,0,0,0,2023-03-10 04:21:03,151761,0,0.0123,CAN,Canada,Saskatchewan,52.9399,-106.4509,[]
2023-03-09,4989,32,0,0,0,0,2023-03-10 04:21:03,4957,0,0.0064,CAN,Canada,Yukon,64.2823,-135.0,[]
2023-03-09,15368,113,0,0,0,0,2023-03-10 04:21:03,15255,0,0.0074,CAF,Central African Republic,,6.6111,20.9394,[]
2023-03-09,7679,194,0,0,0,0,2023-03-10 04:21:03,7485,0,0.0253,TCD,Chad,,15.4542,18.7322,[]
2023-03-09,183811,1961,0,168,1,0,2023-03-10 04:21:03,181850,167,0.0107,CHL,Chile,Antofagasta,-23.6509,-70.3975,[]
2023-03-09,293632,2922,0,184,1,0,2023-03-10 04:21:03,290710,183,0.01,CHL,Chile,Araucania,-38.9489,-72.3311,[]
2023-03-09,79718,900,0,22,0,0,2023-03-10 04:21:03,78818,22,0.0113,CHL,Chile,Arica y Parinacota,-18.594,-69.4785,[]
2023-03-09,116955,718,0,104,0,0,2023-03-10 04:21:03,116237,104,0.0061,CHL,Chile,Atacama,-23.8634,-69.1328,[]
2023-03-09,36352,222,0,22,0,0,2023-03-10 04:21:03,36130,22,0.0061,CHL,Chile,Aysen,-45.9864,-73.7669,[]
2023-03-09,510730,4824,0,305,2,0,2023-03-10 04:21:03,505906,303,0.0094,CHL,Chile,Biobio,-37.4464,-72.1416,[]
2023-03-09,211158,1951,0,133,1,0,2023-03-10 04:21:03,209207,132,0.0092,CHL,Chile,Coquimbo,-29.959,-71.3389,[]
2023-03-09,243060,2577,0,161,2,0,2023-03-10 04:21:03,240483,159,0.0106,CHL,Chile,Los Lagos,-41.9198,-72.1416,[]
2023-03-09,148252,1411,0,113,1,0,2023-03-10 04:21:03,146841,112,0.0095,CHL,Chile,Los Rios,-40.231,-72.3311,[]
2023-03-09,67653,774,0,39,0,0,2023-03-10 04:21:03,66879,39,0.0114,CHL,Chile,Magallanes,-52.368,-70.9863,[]
2023-03-09,346804,3354,0,237,4,0,2023-03-10 04:21:03,343450,233,0.0097,CHL,Chile,Maule,-35.5183,-71.6885,[]
2023-03-09,1967389,30869,0,1637,2,0,2023-03-10 04:21:03,1936520,1635,0.0157,CHL,Chile,Metropolitana,-33.4376,-70.6505,[]
2023-03-09,158355,1333,0,132,4,0,2023-03-10 04:21:03,157022,128,0.0084,CHL,Chile,Nuble,-36.7226,-71.7622,[]
2023-03-09,221916,2821,0,231,0,0,2023-03-10 04:21:03,219095,231,0.0127,CHL,Chile,OHiggins,-48.4674,-72.5592,[]
2023-03-09,113542,1173,0,27,0,0,2023-03-10 04:21:03,112369,27,0.0103,CHL,Chile,Tarapaca,-19.9232,-69.5132,[]
2023-03-09,42,2,0,0,0,0,2023-03-10 04:21:03,40,0,0.0476,CHL,Chile,Unknown,,,[]
2023-03-09,492917,6461,0,391,1,0,2023-03-10 04:21:03,486456,390,0.0131,CHL,Chile,Valparaiso,-33.0472,-71.6127,[]
2023-03-09,2275,7,0,0,0,0,2023-03-10 04:21:03,2268,0,0.0031,CHN,China,Anhui,31.8257,117.2264,[]
2023-03-09,40774,20,0,0,0,0,2023-03-10 04:21:03,40754,0,0.0005,CHN,China,Beijing,40.1824,116.4142,[]
2023-03-09,14715,11,0,0,0,0,2023-03-10 04:21:03,14704,0,0.0007,CHN,China,Chongqing,30.0572,107.8740,[]
2023-03-09,17122,2,0,0,0,0,2023-03-10 04:21:03,17120,0,0.0001,CHN,China,Fujian,26.0789,117.9874,[]
2023-03-09,1742,2,0,0,0,0,2023-03-10 04:21:03,1740,0,0.0011,CHN,China,Gansu,36.0611,103.8343,[]
2023-03-09,103248,10,0,0,0,0,2023-03-10 04:21:03,103238,0,0.0001,CHN,China,Guangdong,23.3417,113.4244,[]
2023-03-09,13371,2,0,0,0,0,2023-03-10 04:21:03,13369,0,0.0001,CHN,China,Guangxi,23.8298,108.7881,[]
2023-03-09,2534,2,0,0,0,0,2023-03-10 04:21:03,2532,0,0.0008,CHN,China,Guizhou,26.8154,106.8748,[]
2023-03-09,10483,6,0,0,0,0,2023-03-10 04:21:03,10477,0,0.0006,CHN,China,Hainan,19.1959,109.7453,[]
2023-03-09,3292,7,0,0,0,0,2023-03-10 04:21:03,3285,0,0.0021,CHN,China,Hebei,38.0428,114.5149,[]
2023-03-09,6603,18,0,0,0,0,2023-03-10 04:21:03,6585,0,0.0027,CHN,China,Heilongjiang,47.8620,127.7615,[]
2023-03-09,9948,23,0,0,0,0,2023-03-10 04:21:03,9925,0,0.0023,CHN,China,Henan,33.8820,113.6140,[]
2023-03-09,2876106,13467,0,0,1,0,2023-03-10 04:21:03,2862639,-1,0.0047,CHN,China,Hong Kong,22.3000,114.2000,[]
2023-03-09,72131,4515,0,0,0,0,2023-03-10 04:21:03,67616,0,0.0626,CHN,China,Hubei,30.9756,112.2707,[]
2023-03-09,7437,4,0,0,0,0,2023-03-10 04:21:03,7433,0,0.0005,CHN,China,Hunan,27.6104,111.7088,[]
2023-03-09,8847,1,0,0,0,0,2023-03-10 04:21:03,8846,0,0.0001,CHN,China,Inner Mongolia,44.0935,113.9448,[]
2023-03-09,5075,0,0,0,0,0,2023-03-10 04:21:03,5075,0,0.0,CHN,China,Jiangsu,32.9711,119.4550,[]
2023-03-09,3423,2,0,0,0,0,2023-03-10 04:21:03,3421,0,0.0006,CHN,China,Jiangxi,27.6140,115.7221,[]
2023-03-09,40764,5,0,0,0,0,2023-03-10 04:21:03,40759,0,0.0001,CHN,China,Jilin,43.6661,126.1923,[]
2023-03-09,3547,2,0,0,0,0,2023-03-10 04:21:03,3545,0,0.0006,CHN,China,Liaoning,41.2956,122.6085,[]
2023-03-09,3514,121,0,0,0,0,2023-03-10 04:21:03,3393,0,0.0344,CHN,China,Macau,22.1667,113.5500,[]
2023-03-09,1276,0,0,0,0,0,2023-03-10 04:21:03,1276,0,0.0,CHN,China,Ningxia,37.2692,106.1655,[]
2023-03-09,782,0,0,0,0,0,2023-03-10 04:21:03,782,0,0.0,CHN,China,Qinghai,35.7452,95.9956,[]
2023-03-09,7326,5,0,0,0,0,2023-03-10 04:21:03,7321,0,0.0007,CHN,China,Shaanxi,35.1917,108.8701,[]
2023-03-09,5880,10,0,0,0,0,2023-03-10 04:21:03,5870,0,0.0017,CHN,China,Shandong,36.3427,118.1498,[]
2023-03-09,67040,595,0,0,0,0,2023-03-10 04:21:03,66445,0,0.0089,CHN,China,Shanghai,31.2020,121.4491,[]
2023-03-09,7167,1,0,0,0,0,2023-03-10 04:21:03,7166,0,0.0001,CHN,China,Shanxi,37.5777,112.2922,[]
2023-03-09,14567,12,0,0,0,0,2023-03-10 04:21:03,14555,0,0.0008,CHN,China,Sichuan,30.6171,102.7103,[]
2023-03-09,4392,3,0,0,0,0,2023-03-10 04:21:03,4389,0,0.0007,CHN,China,Tianjin,39.3054,117.3230,[]
2023-03-09,1647,0,0,0,0,0,2023-03-10 04:21:03,1647,0,0.0,CHN,China,Tibet,31.6927,88.0924,[]
2023-03-09,1521816,82195,0,0,0,0,2023-03-10 04:21:03,1439621,0,0.054,CHN,China,Unknown,,,[]
2023-03-09,3089,3,0,0,0,0,2023-03-10 04:21:03,3086,0,0.001,CHN,China,Xinjiang,41.1129,85.2401,[]
2023-03-09,9743,4,0,0,0,0,2023-03-10 04:21:03,9739,0,0.0004,CHN,China,Yunnan,24.9740,101.4870,[]
2023-03-09,11848,1,0,0,0,0,2023-03-10 04:21:03,11847,0,0.0001,CHN,China,Zhejiang,29.1832,120.0934,[]
2023-03-09,7851,265,0,0,0,0,2023-03-10 04:21:03,7586,0,0.0338,COL,Colombia,Amazonas,-1.4429,-71.5724,[]
2023-03-09,950809,18617,0,0,0,0,2023-03-10 04:21:03,932192,0,0.0196,COL,Colombia,Antioquia,7.1986,-75.3412,[]
2023-03-09,17130,569,0,0,0,0,2023-03-10 04:21:03,16561,0,0.0332,COL,Colombia,Arauca,7.0762,-70.7105,[]
2023-03-09,417897,10230,0,0,0,0,2023-03-10 04:21:03,407667,0,0.0245,COL,Colombia,Atlantico,10.6966,-74.8741,[]
2023-03-09,203497,3276,0,0,0,0,2023-03-10 04:21:03,200221,0,0.0161,COL,Colombia,Bolivar,8.6704,-74.03,[]
2023-03-09,130254,2903,0,0,0,0,2023-03-10 04:21:03,127351,0,0.0223,COL,Colombia,Boyaca,5.4545,-73.362,[]
2023-03-09,119792,2580,0,0,0,0,2023-03-10 04:21:03,117212,0,0.0215,COL,Colombia,Caldas,5.2983,-75.2479,[]
2023-03-09,1874877,30051,0,0,0,0,2023-03-10 04:21:03,1844826,0,0.016,COL,Colombia,Capital District,4.711,-74.0721,[]
2023-03-09,25704,1041,0,0,0,0,2023-03-10 04:21:03,24663,0,0.0405,COL,Colombia,Caqueta,0.8699,-73.8419,[]
2023-03-09,43079,1029,0,0,0,0,2023-03-10 04:21:03,42050,0,0.0239,COL,Colombia,Casanare,5.7589,-71.5724,[]
2023-03-09,76788,1854,0,0,0,0,2023-03-10 04:21:03,74934,0,0.0241,COL,Colombia,Cauca,2.705,-76.82600000000002,[]
2023-03-09,109404,2694,0,0,0,0,2023-03-10 04:21:03,106710,0,0.0246,COL,Colombia,Cesar,9.3373,-73.6536,[]
2023-03-09,18891,430,0,0,0,0,2023-03-10 04:21:03,18461,0,0.0228,COL,Colombia,Choco,5.2528,-76.82600000000002,[]
2023-03-09,122594,3961,0,0,0,0,2023-03-10 04:21:03,118633,0,0.0323,COL,Colombia,Cordoba,8.0493,-75.574,[]
2023-03-09,330221,7398,0,0,0,0,2023-03-10 04:21:03,322823,0,0.0224,COL,Colombia,Cundinamarca,5.026,-74.03,[]
2023-03-09,2795,37,0,0,0,0,2023-03-10 04:21:03,2758,0,0.0132,COL,Colombia,Guainia,2.5854,-68.5247,[]
2023-03-09,5683,105,0,0,0,0,2023-03-10 04:21:03,5578,0,0.0185,COL,Colombia,Guaviare,1.0654,-73.2603,[]
2023-03-09,103346,3593,0,0,0,0,2023-03-10 04:21:03,99753,0,0.0348,COL,Colombia,Huila,2.5359,-75.5277,[]
2023-03-09,58097,1548,0,0,0,0,2023-03-10 04:21:03,56549,0,0.0266,COL,Colombia,La Guajira,11.3548,-72.5205,[]
2023-03-09,117751,3655,0,0,0,0,2023-03-10 04:21:03,114096,0,0.031,COL,Colombia,Magdalena,10.4113,-74.4057,[]
2023-03-09,107879,2609,0,0,0,0,2023-03-10 04:21:03,105270,0,0.0242,COL,Colombia,Meta,3.272,-73.0877,[]
2023-03-09,108552,3418,0,0,0,0,2023-03-10 04:21:03,105134,0,0.0315,COL,Colombia,Narino,1.2892,-77.3579,[]
2023-03-09,125260,5192,0,0,0,0,2023-03-10 04:21:03,120068,0,0.0414,COL,Colombia,Norte de Santander,7.9463,-72.8988,[]
2023-03-09,21998,791,0,0,0,0,2023-03-10 04:21:03,21207,0,0.036,COL,Colombia,Putumayo,0.436,-75.5277,[]
2023-03-09,73182,2086,0,0,0,0,2023-03-10 04:21:03,71096,0,0.0285,COL,Colombia,Quindio,4.461,-75.6674,[]
2023-03-09,110026,2514,0,0,0,0,2023-03-10 04:21:03,107512,0,0.0228,COL,Colombia,Risaralda,5.3158,-75.9928,[]
2023-03-09,10375,157,0,0,0,0,2023-03-10 04:21:03,10218,0,0.0151,COL,Colombia,San Andres y Providencia,12.5567,-81.7185,[]
2023-03-09,295934,8382,0,0,0,0,2023-03-10 04:21:03,287552,0,0.0283,COL,Colombia,Santander,6.6437,-73.6536,[]
2023-03-09,67157,1747,0,0,0,0,2023-03-10 04:21:03,65410,0,0.026,COL,Colombia,Sucre,8.814,-74.7233,[]
2023-03-09,127417,4092,0,0,0,0,2023-03-10 04:21:03,123325,0,0.0321,COL,Colombia,Tolima,4.0925,-75.1545,[]
2023-03-09,0,0,0,0,0,0,2023-03-10 04:21:03,0,0,0.0,COL,Colombia,Unknown,,,[]
2023-03-09,569412,15428,0,0,0,0,2023-03-10 04:21:03,553984,0,0.0271,COL,Colombia,Valle del Cauca,3.8009,-76.6413,[]
2023-03-09,1964,22,0,0,0,0,2023-03-10 04:21:03,1942,0,0.0112,COL,Colombia,Vaupes,0.8554,-70.812,[]
2023-03-09,3477,65,0,0,0,0,2023-03-10 04:21:03,3412,0,0.0187,COL,Colombia,Vichada,4.4234,-69.2878,[]
2023-03-09,9008,161,0,0,0,0,2023-03-10 04:21:03,8847,0,0.0179,COM,Comoros,,-11.6455,43.3333,[]
2023-03-09,25087,388,0,0,0,0,2023-03-10 04:21:03,24699,0,0.0155,COG,Congo (Brazzaville),,-1.4400,15.5560,[]
2023-03-09,95749,1464,0,0,0,0,2023-03-10 04:21:03,94285,0,0.0153,COD,Congo (Kinshasa),,-4.0383,21.7587,[]
2023-03-09,1209725,9245,0,0,0,0,2023-03-10 04:21:03,1200480,0,0.0076,CRI,Costa Rica,,9.7489,-83.7534,[]
2023-03-09,88263,834,0,8,0,0,2023-03-10 04:21:03,87429,8,0.0094,CIV,Cote d'Ivoire,,7.5400,-5.5471,[]
2023-03-09,1269326,17987,0,0,0,0,2023-03-10 04:21:03,1251339,0,0.0142,HRV,Croatia,,45.1000,15.2000,[]
2023-03-09,1112643,8530,0,6,0,0,2023-03-10 04:21:03,1104113,6,0.0077,CUB,Cuba,,21.5218,-77.7812,[]
2023-03-09,650685,1330,0,0,0,0,2023-03-10 04:21:03,649355,0,0.002,CYP,Cyprus,,35.1264,33.4299,[]
2023-03-09,4618256,42491,0,1142,3,0,2023-03-10 04:21:03,4575765,1139,0.0092,CZE,Czechia,,49.8175,15.4730,[]
2023-03-09,34658,28,0,0,0,0,2023-03-10 04:21:03,34630,0,0.0008,DNK,Denmark,Faroe Islands,61.8926,-6.9118,[]
2023-03-09,11971,21,0,0,0,0,2023-03-10 04:21:03,11950,0,0.0018,DNK,Denmark,Greenland,71.7069,-42.6043,[]
2023-03-09,3404407,8296,0,139,4,0,2023-03-10 04:21:03,3396111,135,0.0024,DNK,Denmark,,56.2639,9.5018,[]
2023-03-09,712,13,0,0,0,0,2023-03-10 04:21:03,699,0,0.0183,NA-SHIP-DP,Diamond Princess,,0.0,0.0,[]
2023-03-09,15690,189,0,0,0,0,2023-03-10 04:21:03,15501,0,0.012,DJI,Djibouti,,11.8251,42.5903,[]
2023-03-09,15760,74,0,0,0,0,2023-03-10 04:21:03,15686,0,0.0047,DMA,Dominica,,15.4150,-61.3710,[]
2023-03-09,660790,4384,0,0,0,0,2023-03-10 04:21:03,656406,0,0.0066,DOM,Dominican Republic,,18.7357,-70.1627,[]
